Unnamed: 0,Product_Name,Category_Path,Brand_Name,Raw_Description,Price_String
459,4k ultra hd monitor 27-inch,ELECTRONICS > LAPTOPS,,High performance workstation laptop built for video editing.,₹131938.29
460,mechanical rgb keyboard,Tech > Audio > Speakers,   Acoustics   ,Powerful gaming desktop PC with liquid cooling.,Free
461,   Smartwatch Series X   ,Accessories > Mouse,,Ultra thin lightweight laptop for everyday office work.,-767.88
462,UNKNOWN PRODUCT,Tech > Audio > Speakers,TechCorp,Professional studio monitor wired headphones for audio mixing.,
463,mechanical rgb keyboard,Wearables > Smartwatches,,<p>High performance <b>lightweight</b> laptop for productivity.</p>,1746
464,Ergonomic Wireless Mouse,Electronics > Laptops,techcorp,<p>High performance <b>lightweight</b> laptop for productivity.</p>,-577.09
465,bluetooth party speaker,Wearables > Smartwatches,BuildPC,Compact wireless earbuds with deep bass. <br>Waterproof!,
466,over-ear noise canceling headphones,,,Ultra thin lightweight laptop for everyday office work.,PRICE: $116.33
467,slim ultrabook 14-inch,ELECTRONICS > LAPTOPS,,Ergonomic wireless optical mouse with quiet clicks.,$835.82
468,Air Lite Wireless Earbuds,,Clicky,Professional studio monitor wired headphones for audio mixing.,
469,4K Ultra HD Monitor 27-inch,Audio > Headphones,Clicky,Affordable office laptop with long battery efficiency.,$720.63
470,ergonomic wireless mouse,,techcorp,Powerful gaming desktop PC with liquid cooling.,
471,Portable External SSD 1TB,Accessories > Mouse,Clicky,Professional studio monitor wired headphones for audio mixing.,PRICE: $1093.50
472,Bluetooth Party Speaker,Audio > Wireless > Earbuds,Clicky,Ergonomic wireless optical mouse with quiet clicks.,709.63 USD
473,ProBook Ultra Laptop 15-inch,Audio > Headphones,,<p>High performance <b>lightweight</b> laptop for productivity.</p>,1514.01 USD
474,slim ultrabook 14-inch,Tech > Audio > Speakers,LogiTech,Powerful gaming desktop PC with liquid cooling.,Free
475,mechanical rgb keyboard,Audio > Headphones,,Affordable office laptop with long battery efficiency.,$88.92
476,Workstation Laptop Pro 16,Electronics > Laptops,techcorp,Ultra thin lightweight laptop for everyday office work.,112.07 USD
477,Bluetooth Party Speaker,,BuildPC,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $1673.05
478,USB-C MULTIPORT HUB,Accessories > Adapters & Hubs,   Acoustics   ,Ultra thin lightweight laptop for everyday office work.,
479,UNKNOWN PRODUCT,Accessories > Adapters & Hubs,LogiTech,Affordable office laptop with long battery efficiency.,-1070.50
480,   Over-Ear Noise Canceling Headphones   ,Audio > Headphones,Zenith,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $1912.10
481,Bluetooth Party Speaker,Accessories > Keyboards,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,"$1,602.76"
482,Slim Ultrabook 14-inch,ELECTRONICS > LAPTOPS,Clicky,Affordable office laptop with long battery efficiency.,
483,slim ultrabook 14-inch,Tech > Audio > Speakers,SoundX,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $1238.99
484,Studio Monitor Headphones,Electronics > Desktops,LogiTech,Ergonomic wireless optical mouse with quiet clicks.,Free
485,UNKNOWN PRODUCT,Electronics > Computers > Laptops,   SoundX   ,Compact wireless earbuds with deep bass. <br>Waterproof!,Free
486,gaming desktop rtx 4070,Electronics > Desktops,,Compact wireless earbuds with deep bass. <br>Waterproof!,-203.70
487,   Ergonomic Wireless Mouse   ,Tech > Audio > Speakers,Apple,Affordable office laptop with long battery efficiency.,
488,air lite wireless earbuds,Electronics > Desktops,   LogiTech   ,Affordable office laptop with long battery efficiency.,
489,   Air Lite Wireless Earbuds   ,Accessories > Adapters & Hubs,   SoundX   ,Ultra thin lightweight laptop for everyday office work.,1247
490,SLIM ULTRABOOK 14-INCH,Wearables > Smartwatches,BuildPC,Ultra thin lightweight laptop for everyday office work.,PRICE: $1228.76
491,Smartwatch Series X,Wearables > Smartwatches,Zenith,Ergonomic wireless optical mouse with quiet clicks.,"$1,747.32"
492,mechanical rgb keyboard,Wearables > Smartwatches,TechCorp,Ergonomic wireless optical mouse with quiet clicks.,-371.62
493,Smartwatch Series X,Audio > Wireless > Earbuds,Zenith,Ultra thin lightweight laptop for everyday office work.,₹99323.24
494,Portable External SSD 1TB,Audio > Headphones,,Ultra thin lightweight laptop for everyday office work.,300
495,Mechanical RGB Keyboard,Wearables > Smartwatches,Acoustics,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$310.84
496,Studio Monitor Headphones,Tech > Audio > Speakers,LogiTech,Mechanical keyboard with tactile RGB switches.,1603.81 USD
497,   Ergonomic Wireless Mouse   ,Audio > Headphones,   SoundX   ,Premium wireless over-ear headphones with active noise cancellation.,-290.27
498,AIR LITE WIRELESS EARBUDS,Audio > Wireless > Earbuds,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,$1681.88
499,gaming desktop rtx 4070,Accessories > Adapters & Hubs,Zenith,Premium wireless over-ear headphones with active noise cancellation.,Free
500,Smartwatch Series X,Accessories > Keyboards,,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $26.43
501,AIR LITE WIRELESS EARBUDS,Accessories > Adapters & Hubs,SoundX,Ultra thin lightweight laptop for everyday office work.,$877.39
502,ProBook Ultra Laptop 15-inch,ELECTRONICS > LAPTOPS,techcorp,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $1348.83
503,ergonomic wireless mouse,Accessories > Adapters & Hubs,Zenith,Smart watch with heart rate monitor and GPS tracking.,1381.49 USD
504,SMARTWATCH SERIES X,ELECTRONICS > LAPTOPS,,,1968.19 USD
505,USB-C MULTIPORT HUB,Accessories > Keyboards,SoundX,Affordable office laptop with long battery efficiency.,$956.63
506,Ergonomic Wireless Mouse,Tech > Audio > Speakers,SoundX,Professional studio monitor wired headphones for audio mixing.,"$1,823.21"
507,4K Ultra HD Monitor 27-inch,Accessories > Mouse,   Apple   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$502.47
508,   Slim Ultrabook 14-inch   ,Electronics > Desktops,   BuildPC   ,Premium wireless over-ear headphones with active noise cancellation.,-1185.88
509,   ProBook Ultra Laptop 15-inch   ,Audio > Wireless > Earbuds,SoundX,Ultra thin lightweight laptop for everyday office work.,1379.80 USD
510,Smartwatch Series X,Electronics > Computers > Laptops,SoundX,Ergonomic wireless optical mouse with quiet clicks.,
511,   Gaming Desktop RTX 4070   ,ELECTRONICS > LAPTOPS,Zenith,Mechanical keyboard with tactile RGB switches.,Free
512,air lite wireless earbuds,Audio > Headphones,LogiTech,Premium wireless over-ear headphones with active noise cancellation.,Free
513,   Gaming Desktop RTX 4070   ,Audio > Wireless > Earbuds,BuildPC,Ergonomic wireless optical mouse with quiet clicks.,"$1,620.53"
514,   4K Ultra HD Monitor 27-inch   ,Tech > Audio > Speakers,Apple,High performance workstation laptop built for video editing.,"$1,944.05"
515,ERGONOMIC WIRELESS MOUSE,Wearables > Smartwatches,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,Free
516,   Air Lite Wireless Earbuds   ,Accessories > Keyboards,Acoustics,Professional studio monitor wired headphones for audio mixing.,₹113610.09
517,portable external ssd 1tb,Tech > Audio > Speakers,Zenith,Ergonomic wireless optical mouse with quiet clicks.,987.63 USD
518,UNKNOWN PRODUCT,ELECTRONICS > LAPTOPS,   techcorp   ,Mechanical keyboard with tactile RGB switches.,PRICE: $1415.18
519,Over-Ear Noise Canceling Headphones,ELECTRONICS > LAPTOPS,techcorp,Smart watch with heart rate monitor and GPS tracking.,-1306.76
520,   Gaming Desktop RTX 4070   ,,   techcorp   ,Professional studio monitor wired headphones for audio mixing.,1665
521,studio monitor headphones,ELECTRONICS > LAPTOPS,BuildPC,<p>High performance <b>lightweight</b> laptop for productivity.</p>,
522,workstation laptop pro 16,Accessories > Keyboards,Acoustics,<p>High performance <b>lightweight</b> laptop for productivity.</p>,"$1,809.20"
523,Portable External SSD 1TB,Electronics > Laptops,,Powerful gaming desktop PC with liquid cooling.,"$1,420.20"
524,Air Lite Wireless Earbuds,Accessories > Keyboards,Clicky,Professional studio monitor wired headphones for audio mixing.,$814.75
525,   Slim Ultrabook 14-inch   ,Accessories > Keyboards,BuildPC,Professional studio monitor wired headphones for audio mixing.,Free
526,   Bluetooth Party Speaker   ,Electronics > Computers > Laptops,   SoundX   ,Ergonomic wireless optical mouse with quiet clicks.,"$1,096.13"
527,workstation laptop pro 16,Audio > Wireless > Earbuds,Zenith,Ergonomic wireless optical mouse with quiet clicks.,
528,ProBook Ultra Laptop 15-inch,Electronics > Laptops,,Compact wireless earbuds with deep bass. <br>Waterproof!,$426.88
529,PROBOOK ULTRA LAPTOP 15-INCH,Accessories > Mouse,techcorp,Smart watch with heart rate monitor and GPS tracking.,PRICE: $857.38
530,   Smartwatch Series X   ,Electronics > Desktops,   Acoustics   ,Professional studio monitor wired headphones for audio mixing.,Free
531,PORTABLE EXTERNAL SSD 1TB,ELECTRONICS > LAPTOPS,LogiTech,Powerful gaming desktop PC with liquid cooling.,₹2763.86
532,UNKNOWN PRODUCT,Audio > Wireless > Earbuds,   Acoustics   ,Professional studio monitor wired headphones for audio mixing.,$586.29
533,   Over-Ear Noise Canceling Headphones   ,Electronics > Desktops,SoundX,Ultra thin lightweight laptop for everyday office work.,$1950.45
534,smartwatch series x,Accessories > Adapters & Hubs,BuildPC,Ultra thin lightweight laptop for everyday office work.,Free
535,SMARTWATCH SERIES X,Electronics > Laptops,TechCorp,<p>High performance <b>lightweight</b> laptop for productivity.</p>,858.92 USD
536,SLIM ULTRABOOK 14-INCH,Tech > Audio > Speakers,,,Free
537,UNKNOWN PRODUCT,Audio > Headphones,TechCorp,Premium wireless over-ear headphones with active noise cancellation.,$1361.67
538,4k ultra hd monitor 27-inch,Accessories > Mouse,Acoustics,Powerful gaming desktop PC with liquid cooling.,-1943.93
539,Gaming Desktop RTX 4070,Electronics > Desktops,   TechCorp   ,Premium wireless over-ear headphones with active noise cancellation.,188
540,   Mechanical RGB Keyboard   ,ELECTRONICS > LAPTOPS,Clicky,Affordable office laptop with long battery efficiency.,1765.69 USD
541,STUDIO MONITOR HEADPHONES,,SoundX,Powerful gaming desktop PC with liquid cooling.,1790.65 USD
542,UNKNOWN PRODUCT,Electronics > Computers > Laptops,SoundX,Premium wireless over-ear headphones with active noise cancellation.,1339.98 USD
543,Over-Ear Noise Canceling Headphones,Audio > Headphones,techcorp,<p>High performance <b>lightweight</b> laptop for productivity.</p>,Free
544,   Portable External SSD 1TB   ,Wearables > Smartwatches,Acoustics,Powerful gaming desktop PC with liquid cooling.,-1437.77
545,studio monitor headphones,Accessories > Adapters & Hubs,,Mechanical keyboard with tactile RGB switches.,"$1,215.35"
546,Mechanical RGB Keyboard,,BuildPC,<p>High performance <b>lightweight</b> laptop for productivity.</p>,917
547,Portable External SSD 1TB,ELECTRONICS > LAPTOPS,   Zenith   ,Compact wireless earbuds with deep bass. <br>Waterproof!,$956.51
548,slim ultrabook 14-inch,Audio > Wireless > Earbuds,SoundX,Ergonomic wireless optical mouse with quiet clicks.,-1318.82
549,Portable External SSD 1TB,Electronics > Laptops,   Acoustics   ,Powerful gaming desktop PC with liquid cooling.,₹17947.12
550,portable external ssd 1tb,,BuildPC,High performance workstation laptop built for video editing.,$1152.48
551,USB-C MULTIPORT HUB,Tech > Audio > Speakers,   Apple   ,,$724.20
552,Mechanical RGB Keyboard,Wearables > Smartwatches,Zenith,Premium wireless over-ear headphones with active noise cancellation.,₹96704.96
553,Slim Ultrabook 14-inch,Accessories > Adapters & Hubs,TechCorp,Powerful gaming desktop PC with liquid cooling.,Free
554,   Workstation Laptop Pro 16   ,Electronics > Desktops,Acoustics,Mechanical keyboard with tactile RGB switches.,1736
555,UNKNOWN PRODUCT,Electronics > Computers > Laptops,Zenith,<p>High performance <b>lightweight</b> laptop for productivity.</p>,"$1,531.62"
556,WORKSTATION LAPTOP PRO 16,Electronics > Desktops,BuildPC,High performance workstation laptop built for video editing.,763
557,gaming desktop rtx 4070,Electronics > Computers > Laptops,Acoustics,Affordable office laptop with long battery efficiency.,Free
558,Gaming Desktop RTX 4070,Electronics > Desktops,Clicky,Affordable office laptop with long battery efficiency.,
559,ergonomic wireless mouse,Tech > Audio > Speakers,techcorp,Mechanical keyboard with tactile RGB switches.,PRICE: $1470.16
560,SLIM ULTRABOOK 14-INCH,Electronics > Desktops,   SoundX   ,Smart watch with heart rate monitor and GPS tracking.,PRICE: $970.11
561,Portable External SSD 1TB,Accessories > Adapters & Hubs,Clicky,Powerful gaming desktop PC with liquid cooling.,₹81744.19
562,4K ULTRA HD MONITOR 27-INCH,Electronics > Computers > Laptops,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,26
563,Studio Monitor Headphones,,Apple,Professional studio monitor wired headphones for audio mixing.,$542.80
564,studio monitor headphones,Audio > Wireless > Earbuds,,High performance workstation laptop built for video editing.,PRICE: $675.17
565,ergonomic wireless mouse,,techcorp,Smart watch with heart rate monitor and GPS tracking.,PRICE: $617.69
566,ERGONOMIC WIRELESS MOUSE,Wearables > Smartwatches,LogiTech,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $173.42
567,   Mechanical RGB Keyboard   ,Electronics > Computers > Laptops,,Compact wireless earbuds with deep bass. <br>Waterproof!,$1161.03
568,SMARTWATCH SERIES X,Electronics > Computers > Laptops,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,Free
569,AIR LITE WIRELESS EARBUDS,Audio > Headphones,BuildPC,Mechanical keyboard with tactile RGB switches.,1867.11 USD
570,OVER-EAR NOISE CANCELING HEADPHONES,Tech > Audio > Speakers,Zenith,Powerful gaming desktop PC with liquid cooling.,₹18909.01
571,   Budget Office Laptop 15   ,Electronics > Laptops,Zenith,Powerful gaming desktop PC with liquid cooling.,1990.82 USD
572,air lite wireless earbuds,Audio > Headphones,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,1428
573,ProBook Ultra Laptop 15-inch,Audio > Wireless > Earbuds,BuildPC,<p>High performance <b>lightweight</b> laptop for productivity.</p>,43
574,SMARTWATCH SERIES X,Electronics > Desktops,,Smart watch with heart rate monitor and GPS tracking.,Free
575,probook ultra laptop 15-inch,Accessories > Adapters & Hubs,   SoundX   ,Premium wireless over-ear headphones with active noise cancellation.,"$1,076.71"
576,Studio Monitor Headphones,Electronics > Desktops,Clicky,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $537.07
577,Air Lite Wireless Earbuds,Electronics > Desktops,,Ultra thin lightweight laptop for everyday office work.,104.18 USD
578,portable external ssd 1tb,Accessories > Keyboards,Acoustics,Ultra thin lightweight laptop for everyday office work.,₹2804.65
579,Smartwatch Series X,Accessories > Mouse,TechCorp,Compact wireless earbuds with deep bass. <br>Waterproof!,$596.72
580,STUDIO MONITOR HEADPHONES,,   Apple   ,High performance workstation laptop built for video editing.,PRICE: $1539.35
581,Slim Ultrabook 14-inch,Electronics > Desktops,Clicky,High performance workstation laptop built for video editing.,561.82 USD
582,   Bluetooth Party Speaker   ,ELECTRONICS > LAPTOPS,Zenith,Smart watch with heart rate monitor and GPS tracking.,-31.96
583,USB-C Multiport Hub,Audio > Headphones,TechCorp,Ultra thin lightweight laptop for everyday office work.,-1453.88
584,Ergonomic Wireless Mouse,Wearables > Smartwatches,Clicky,High performance workstation laptop built for video editing.,Free
585,budget office laptop 15,Audio > Headphones,,Compact wireless earbuds with deep bass. <br>Waterproof!,Free
586,over-ear noise canceling headphones,ELECTRONICS > LAPTOPS,Apple,Premium wireless over-ear headphones with active noise cancellation.,
587,ProBook Ultra Laptop 15-inch,Accessories > Mouse,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,₹80787.20
588,   Ergonomic Wireless Mouse   ,Audio > Wireless > Earbuds,LogiTech,Premium wireless over-ear headphones with active noise cancellation.,₹108882.58
589,PORTABLE EXTERNAL SSD 1TB,Accessories > Mouse,BuildPC,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$1693.65
590,Workstation Laptop Pro 16,,SoundX,Powerful gaming desktop PC with liquid cooling.,Free
591,Portable External SSD 1TB,Wearables > Smartwatches,,Mechanical keyboard with tactile RGB switches.,1605.17 USD
592,OVER-EAR NOISE CANCELING HEADPHONES,Audio > Headphones,   LogiTech   ,Professional studio monitor wired headphones for audio mixing.,$491.67
593,Smartwatch Series X,Electronics > Desktops,LogiTech,Premium wireless over-ear headphones with active noise cancellation.,1854.68 USD
594,ergonomic wireless mouse,,techcorp,Ergonomic wireless optical mouse with quiet clicks.,$1644.44
595,   Portable External SSD 1TB   ,ELECTRONICS > LAPTOPS,BuildPC,Professional studio monitor wired headphones for audio mixing.,Free
596,Slim Ultrabook 14-inch,ELECTRONICS > LAPTOPS,SoundX,Powerful gaming desktop PC with liquid cooling.,$760.95
597,Air Lite Wireless Earbuds,Audio > Headphones,LogiTech,Affordable office laptop with long battery efficiency.,1517.11 USD
598,   Smartwatch Series X   ,Electronics > Desktops,Clicky,Powerful gaming desktop PC with liquid cooling.,PRICE: $1445.11
599,   Workstation Laptop Pro 16   ,Accessories > Adapters & Hubs,techcorp,Professional studio monitor wired headphones for audio mixing.,PRICE: $944.29
600,   Gaming Desktop RTX 4070   ,Accessories > Keyboards,   Apple   ,Smart watch with heart rate monitor and GPS tracking.,₹104044.19
601,UNKNOWN PRODUCT,Electronics > Computers > Laptops,   SoundX   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,495.86 USD
602,Mechanical RGB Keyboard,ELECTRONICS > LAPTOPS,   techcorp   ,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $890.16
603,gaming desktop rtx 4070,Audio > Wireless > Earbuds,SoundX,Professional studio monitor wired headphones for audio mixing.,₹153254.88
604,4K ULTRA HD MONITOR 27-INCH,ELECTRONICS > LAPTOPS,LogiTech,Affordable office laptop with long battery efficiency.,"$1,734.39"
605,PROBOOK ULTRA LAPTOP 15-INCH,ELECTRONICS > LAPTOPS,Clicky,Professional studio monitor wired headphones for audio mixing.,$957.33
606,   Air Lite Wireless Earbuds   ,Electronics > Computers > Laptops,BuildPC,Premium wireless over-ear headphones with active noise cancellation.,
607,   Workstation Laptop Pro 16   ,Audio > Wireless > Earbuds,LogiTech,Professional studio monitor wired headphones for audio mixing.,$914.45
608,Mechanical RGB Keyboard,Accessories > Adapters & Hubs,SoundX,Ultra thin lightweight laptop for everyday office work.,1545
609,Studio Monitor Headphones,Electronics > Desktops,Apple,Affordable office laptop with long battery efficiency.,-1053.07
610,Workstation Laptop Pro 16,Accessories > Keyboards,,Smart watch with heart rate monitor and GPS tracking.,
611,4k ultra hd monitor 27-inch,Electronics > Laptops,,Affordable office laptop with long battery efficiency.,₹74479.35
612,   Mechanical RGB Keyboard   ,Audio > Headphones,SoundX,<p>High performance <b>lightweight</b> laptop for productivity.</p>,319.24 USD
613,studio monitor headphones,Audio > Wireless > Earbuds,   Zenith   ,Smart watch with heart rate monitor and GPS tracking.,$1862.78
614,BUDGET OFFICE LAPTOP 15,Accessories > Adapters & Hubs,Acoustics,Powerful gaming desktop PC with liquid cooling.,PRICE: $1310.04
615,Gaming Desktop RTX 4070,Electronics > Laptops,,Affordable office laptop with long battery efficiency.,1855.91 USD
616,UNKNOWN PRODUCT,Electronics > Desktops,   Acoustics   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$1929.75
617,mechanical rgb keyboard,Electronics > Desktops,Clicky,Compact wireless earbuds with deep bass. <br>Waterproof!,-1379.91
618,Slim Ultrabook 14-inch,Electronics > Desktops,Apple,High performance workstation laptop built for video editing.,PRICE: $1566.94
619,   4K Ultra HD Monitor 27-inch   ,Electronics > Laptops,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$847.19
620,ProBook Ultra Laptop 15-inch,Accessories > Keyboards,LogiTech,Professional studio monitor wired headphones for audio mixing.,₹23741.31
621,ProBook Ultra Laptop 15-inch,Audio > Headphones,LogiTech,Ultra thin lightweight laptop for everyday office work.,291
622,Workstation Laptop Pro 16,Wearables > Smartwatches,techcorp,Mechanical keyboard with tactile RGB switches.,-92.86
623,ergonomic wireless mouse,,techcorp,Professional studio monitor wired headphones for audio mixing.,₹36400.85
624,USB-C MULTIPORT HUB,Accessories > Mouse,,,1616.37 USD
625,over-ear noise canceling headphones,Audio > Wireless > Earbuds,   LogiTech   ,Compact wireless earbuds with deep bass. <br>Waterproof!,₹81393.48
626,Smartwatch Series X,Electronics > Computers > Laptops,   SoundX   ,Compact wireless earbuds with deep bass. <br>Waterproof!,
627,   Gaming Desktop RTX 4070   ,Tech > Audio > Speakers,,Ergonomic wireless optical mouse with quiet clicks.,-69.33
628,Over-Ear Noise Canceling Headphones,Tech > Audio > Speakers,   TechCorp   ,Ultra thin lightweight laptop for everyday office work.,₹126877.99
629,Smartwatch Series X,Accessories > Mouse,LogiTech,Ergonomic wireless optical mouse with quiet clicks.,-1796.47
630,Air Lite Wireless Earbuds,ELECTRONICS > LAPTOPS,TechCorp,Ergonomic wireless optical mouse with quiet clicks.,
631,gaming desktop rtx 4070,Audio > Wireless > Earbuds,   Clicky   ,Premium wireless over-ear headphones with active noise cancellation.,Free
632,Studio Monitor Headphones,Tech > Audio > Speakers,TechCorp,Affordable office laptop with long battery efficiency.,
633,   Smartwatch Series X   ,Electronics > Laptops,TechCorp,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $1290.98
634,Bluetooth Party Speaker,Electronics > Desktops,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$160.57
635,air lite wireless earbuds,Audio > Wireless > Earbuds,   techcorp   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,Free
636,gaming desktop rtx 4070,Tech > Audio > Speakers,TechCorp,Affordable office laptop with long battery efficiency.,"$1,893.20"
637,Studio Monitor Headphones,Electronics > Laptops,SoundX,Mechanical keyboard with tactile RGB switches.,423.45 USD
638,ProBook Ultra Laptop 15-inch,Electronics > Computers > Laptops,   TechCorp   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,
639,studio monitor headphones,Wearables > Smartwatches,techcorp,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $1551.88
640,bluetooth party speaker,Accessories > Keyboards,   Zenith   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,-1957.46
641,UNKNOWN PRODUCT,,,High performance workstation laptop built for video editing.,1921.96 USD
642,USB-C Multiport Hub,Electronics > Laptops,BuildPC,Smart watch with heart rate monitor and GPS tracking.,-172.60
643,GAMING DESKTOP RTX 4070,Electronics > Laptops,LogiTech,Affordable office laptop with long battery efficiency.,Free
644,Budget Office Laptop 15,Accessories > Mouse,Clicky,Affordable office laptop with long battery efficiency.,-213.50
645,   USB-C Multiport Hub   ,Electronics > Desktops,   techcorp   ,Mechanical keyboard with tactile RGB switches.,Free
646,over-ear noise canceling headphones,Wearables > Smartwatches,Clicky,<p>High performance <b>lightweight</b> laptop for productivity.</p>,927.41 USD
647,   Gaming Desktop RTX 4070   ,Audio > Wireless > Earbuds,techcorp,Mechanical keyboard with tactile RGB switches.,1207
648,Ergonomic Wireless Mouse,Electronics > Laptops,techcorp,Mechanical keyboard with tactile RGB switches.,₹66928.27
649,Mechanical RGB Keyboard,Tech > Audio > Speakers,TechCorp,High performance workstation laptop built for video editing.,
650,slim ultrabook 14-inch,Electronics > Laptops,Acoustics,Compact wireless earbuds with deep bass. <br>Waterproof!,$243.85
651,Bluetooth Party Speaker,,   Clicky   ,Compact wireless earbuds with deep bass. <br>Waterproof!,Free
652,Slim Ultrabook 14-inch,Accessories > Adapters & Hubs,TechCorp,,
653,smartwatch series x,Electronics > Computers > Laptops,Zenith,Professional studio monitor wired headphones for audio mixing.,774
654,PORTABLE EXTERNAL SSD 1TB,Accessories > Keyboards,TechCorp,Ultra thin lightweight laptop for everyday office work.,231
655,   Gaming Desktop RTX 4070   ,Accessories > Keyboards,,Affordable office laptop with long battery efficiency.,256
656,   USB-C Multiport Hub   ,Audio > Headphones,SoundX,Ultra thin lightweight laptop for everyday office work.,"$1,353.14"
657,SMARTWATCH SERIES X,Accessories > Mouse,   Apple   ,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $739.89
658,usb-c multiport hub,Audio > Headphones,SoundX,Affordable office laptop with long battery efficiency.,533.45 USD
659,Smartwatch Series X,Wearables > Smartwatches,SoundX,Mechanical keyboard with tactile RGB switches.,PRICE: $35.65
660,studio monitor headphones,Audio > Wireless > Earbuds,Acoustics,Mechanical keyboard with tactile RGB switches.,-341.74
661,studio monitor headphones,Audio > Headphones,Acoustics,Premium wireless over-ear headphones with active noise cancellation.,$308.82
662,Workstation Laptop Pro 16,Accessories > Adapters & Hubs,BuildPC,Ergonomic wireless optical mouse with quiet clicks.,Free
663,OVER-EAR NOISE CANCELING HEADPHONES,Audio > Wireless > Earbuds,,Mechanical keyboard with tactile RGB switches.,1257
664,   Mechanical RGB Keyboard   ,Electronics > Laptops,   Zenith   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,Free
665,workstation laptop pro 16,Accessories > Keyboards,Acoustics,<p>High performance <b>lightweight</b> laptop for productivity.</p>,Free
666,air lite wireless earbuds,,techcorp,Ergonomic wireless optical mouse with quiet clicks.,
667,bluetooth party speaker,,,Professional studio monitor wired headphones for audio mixing.,₹131493.45
668,Ergonomic Wireless Mouse,Audio > Headphones,Acoustics,Ergonomic wireless optical mouse with quiet clicks.,$416.35
669,Slim Ultrabook 14-inch,Accessories > Adapters & Hubs,Clicky,Professional studio monitor wired headphones for audio mixing.,-52.21
670,Mechanical RGB Keyboard,Wearables > Smartwatches,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,₹57404.17
671,   Over-Ear Noise Canceling Headphones   ,Electronics > Laptops,   techcorp   ,High performance workstation laptop built for video editing.,Free
672,Over-Ear Noise Canceling Headphones,Wearables > Smartwatches,Zenith,Compact wireless earbuds with deep bass. <br>Waterproof!,47.47 USD
673,   4K Ultra HD Monitor 27-inch   ,Electronics > Computers > Laptops,Clicky,Smart watch with heart rate monitor and GPS tracking.,PRICE: $1297.76
674,Budget Office Laptop 15,ELECTRONICS > LAPTOPS,TechCorp,Smart watch with heart rate monitor and GPS tracking.,-1052.47
675,GAMING DESKTOP RTX 4070,Accessories > Mouse,techcorp,Powerful gaming desktop PC with liquid cooling.,"$1,314.40"
676,SLIM ULTRABOOK 14-INCH,Electronics > Desktops,,Affordable office laptop with long battery efficiency.,-1180.34
677,smartwatch series x,Electronics > Computers > Laptops,SoundX,High performance workstation laptop built for video editing.,$1776.77
678,smartwatch series x,Accessories > Adapters & Hubs,,Affordable office laptop with long battery efficiency.,
679,workstation laptop pro 16,Accessories > Adapters & Hubs,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,₹116311.19
680,Over-Ear Noise Canceling Headphones,ELECTRONICS > LAPTOPS,SoundX,Powerful gaming desktop PC with liquid cooling.,
681,Ergonomic Wireless Mouse,Accessories > Mouse,   SoundX   ,,1992
682,GAMING DESKTOP RTX 4070,ELECTRONICS > LAPTOPS,BuildPC,Premium wireless over-ear headphones with active noise cancellation.,Free
683,   Slim Ultrabook 14-inch   ,ELECTRONICS > LAPTOPS,,Premium wireless over-ear headphones with active noise cancellation.,
684,usb-c multiport hub,Accessories > Adapters & Hubs,   LogiTech   ,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $77.33
685,over-ear noise canceling headphones,Electronics > Desktops,   LogiTech   ,High performance workstation laptop built for video editing.,"$1,307.29"
686,Studio Monitor Headphones,Accessories > Mouse,,Mechanical keyboard with tactile RGB switches.,$522.23
687,   Gaming Desktop RTX 4070   ,Accessories > Mouse,   Clicky   ,Powerful gaming desktop PC with liquid cooling.,584.57 USD
688,   USB-C Multiport Hub   ,Tech > Audio > Speakers,Apple,Mechanical keyboard with tactile RGB switches.,$906.01
